molecule_chembl_id,molecule_pref_name,max_phase,full_mwt,num_ro5_violations,alogp,compound_key,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,activity_comment,uo_units,ligand_efficiency,ligand_efficiency_bei,ligand_efficiency_le,ligand_efficiency_lle,ligand_efficiency_sei,potential_duplicate,assay_chembl_id,assay_description,assay_type,bao_format,bao_label,assay_organism,assay_tissue_chembl_id,assay_tissue_name,assay_cell_type,assay_subcellular_fraction,assay_parameters,assay_variant_accession,assay_variant_mutation,target_chembl_id,target_pref_name,target_organism,target_type,document_chembl_id,src_id,src_description,document_journal,document_year,cell_chembl_id,properties,action_type,standard_text_value,value
CHEMBL4068225,,,424.45,0,3.48,,COC(=O)[C@]1(Cc2ccc3c(c2)CCC(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1,IC50,=,97000.0,nM,4.01,,,UO_0000065,,,,,,0,CHEMBL4184974,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4184116,1,,Bioorg Med Chem Lett,2018,,,,,97.0
CHEMBL2035562,BUTYROLACTONE IV,,440.45,0,2.45,,COC(=O)[C@]1(Cc2ccc3c(c2)C[C@H](C(C)(C)O)O3)OC(=O)C(O)=C1c1ccc(O)cc1,IC50,=,129000.0,nM,,Outside typical range,,UO_0000065,,,,,,0,CHEMBL4184974,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4184116,1,,Bioorg Med Chem Lett,2018,,,,,129.0
CHEMBL4213302,,,440.45,0,2.45,,COC(=O)[C@]1(Cc2ccc3c(c2)C[C@@H](O)C(C)(C)O3)OC(=O)C(O)=C1c1ccc(O)cc1,IC50,=,135000.0,nM,,Outside typical range,,UO_0000065,,,,,,0,CHEMBL4184974,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4184116,1,,Bioorg Med Chem Lett,2018,,,,,135.0
CHEMBL2337339,ASPULVINONE E,,296.28,0,2.96,,O=C1O/C(=C\c2ccc(O)cc2)C(O)=C1c1ccc(O)cc1,IC50,=,106000.0,nM,,Outside typical range,,UO_0000065,,,,,,0,CHEMBL4184974,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4184116,1,,Bioorg Med Chem Lett,2018,,,,,106.0
CHEMBL600,ACETYLCYSTEINE,4.0,163.20,0,-0.49,,CC(=O)N[C@@H](CS)C(=O)O,IC50,=,85000.0,nM,4.07,,,UO_0000065,,,,,,0,CHEMBL4184974,Antioxidant activity assessed as DPPH radical scavenging activity incubated for 30 mins under dark condition by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4184116,1,,Bioorg Med Chem Lett,2018,,,,,85.0
CHEMBL1261,CITRIC ACID,4.0,192.12,0,-1.25,,O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,,,,,,Not Determined,,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,
CHEMBL196,ASCORBIC ACID,4.0,176.12,0,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,=,20300.0,nM,4.69,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,20.3
CHEMBL513565,HYDROXYMATAIRESINOL,,374.39,0,2.18,,COc1cc(C[C@H]2C(=O)OC[C@@H]2[C@H](O)c2ccc(O)c(OC)c2)ccc1O,IC50,=,20000.0,nM,4.70,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,20.0
CHEMBL277346,OCTYL_GALLATE,,282.34,0,3.32,,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,IC50,,,,,,Not Determined,,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,
CHEMBL47,ALPHA-TOCOPHEROL,,430.72,1,8.84,,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,IC50,=,23500.0,nM,4.63,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,23.5
CHEMBL146,BUTYLATED HYDROXYTOLUENE,2.0,220.36,0,4.30,,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=,34000.0,nM,4.47,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,34.0
CHEMBL4208182,,,500.59,2,5.09,,CCCCCCCC(=O)OC(c1ccc(O)c(OC)c1)[C@H]1COC(=O)[C@@H]1Cc1ccc(O)c(OC)c1,IC50,=,24100.0,nM,4.62,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,24.1
CHEMBL4209436,,,556.70,2,6.65,,CCCCCCCCCCCC(=O)OC(c1ccc(O)c(OC)c1)[C@H]1COC(=O)[C@@H]1Cc1ccc(O)c(OC)c1,IC50,=,24500.0,nM,4.61,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,24.5
CHEMBL4210868,,,640.86,2,8.99,,CCCCCCCCCCCCCCCCCC(=O)OC(c1ccc(O)c(OC)c1)[C@H]1COC(=O)[C@@H]1Cc1ccc(O)c(OC)c1,IC50,=,25200.0,nM,4.60,,,UO_0000065,,,,,,0,CHEMBL4191467,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 1:1 after 1 hr by UV-spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,25.2
CHEMBL196,ASCORBIC ACID,4.0,176.12,0,-1.41,,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,IC50,=,12600.0,nM,4.90,,,UO_0000065,,,,,,0,CHEMBL4191468,Antioxidant activity assessed as DPPH radical scavenging activity at test compound/DPPH volume ratio 3:1 incubated under dark condition for 30 mins by spectrophotometric method,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4190210,1,,J Nat Prod,2017,,,,,12.6
CHEMBL51085,EBSELEN,3.0,274.18,,,,O=c1c2ccccc2[se]n1-c1ccccc1,Activity,=,0.7,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,0.7
CHEMBL2018302,TUBASTATIN A,,335.41,0,2.80,,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,Activity,,,,,,Not Determined,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL98,VORINOSTAT,4.0,264.32,0,2.47,,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Activity,=,1.0,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.0
CHEMBL4288702,,,415.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccc(C(F)(F)F)cc3c2=O)cc1,Activity,=,0.6,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,0.6
CHEMBL4280808,,,363.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccc(O)cc3c2=O)cc1,Activity,=,2.6,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,2.6
CHEMBL4282039,,,365.22,,,,O=C(NO)c1ccc(Cn2[se]c3ccc(F)cc3c2=O)cc1,Activity,=,1.3,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.3
CHEMBL4289912,,,432.34,,,,O=C(NO)c1cnc(N2CCC(Cn3[se]c4ccccc4c3=O)CC2)nc1,Activity,=,0.9,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,0.9
CHEMBL4292239,,,418.32,,,,O=C(NO)c1cnc(N2CCC(n3[se]c4ccccc4c3=O)CC2)nc1,Activity,=,1.3,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.3
CHEMBL4281611,,,361.26,,,,CC(c1ccc(C(=O)NO)cc1)n1[se]c2ccccc2c1=O,Activity,=,1.9,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.9
CHEMBL4288829,,,361.26,,,,O=C(CCc1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,Activity,=,2.1,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,2.1
CHEMBL4278151,,,433.37,,,,O=C(CCCCCCOc1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,Activity,=,0.8,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,0.8
CHEMBL4280514,,,419.34,,,,O=C(CCCCCOc1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,Activity,=,1.0,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.0
CHEMBL4288401,,,391.29,,,,O=C(CCCOc1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,Activity,=,1.6,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.6
CHEMBL4277089,,,347.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccccc3c2=O)cc1,Activity,=,2.2,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,2.2
CHEMBL4285033,,,359.24,,,,O=C(/C=C/c1ccc(-n2[se]c3ccccc3c2=O)cc1)NO,Activity,=,1.3,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.3
CHEMBL4290555,,,333.21,,,,O=C(NO)c1ccc(-n2[se]c3ccccc3c2=O)cc1,Activity,=,1.1,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.1
CHEMBL4282673,,,341.27,,,,O=C(CCCCCCn1[se]c2ccccc2c1=O)NO,Activity,=,1.1,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.1
CHEMBL4293957,,,327.24,,,,O=C(CCCCCn1[se]c2ccccc2c1=O)NO,Activity,=,1.1,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,1.1
CHEMBL4286053,,,313.21,,,,O=C(CCCCn1[se]c2ccccc2c1=O)NO,Activity,=,0.9,equiv,,,,,,,,,,0,CHEMBL4265093,Antioxidant activity assessed as inhibition of AAPH-induced peroxyl radical generation measured as trolox equivalent at 10 to 100 uM preincubated for 10 mins followed by AAPH addition and measured every minute for 120 mins by ORAC-FL assay,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,0.9
CHEMBL4282673,,,341.27,,,,O=C(CCCCCCn1[se]c2ccccc2c1=O)NO,Activity,=,41.0,%,,,,UO_0000187,,,,,,0,CHEMBL4265097,Antioxidant activity assessed as H2O2 radical scavenging at 10 uM up to 200 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,41.0
CHEMBL4277089,,,347.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccccc3c2=O)cc1,Activity,=,62.0,%,,,,UO_0000187,,,,,,0,CHEMBL4265097,Antioxidant activity assessed as H2O2 radical scavenging at 10 uM up to 200 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,62.0
CHEMBL51085,EBSELEN,3.0,274.18,,,,O=c1c2ccccc2[se]n1-c1ccccc1,Activity,=,51.0,%,,,,UO_0000187,,,,,,0,CHEMBL4265097,Antioxidant activity assessed as H2O2 radical scavenging at 10 uM up to 200 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,51.0
CHEMBL4282673,,,341.27,,,,O=C(CCCCCCn1[se]c2ccccc2c1=O)NO,Activity,=,25.0,%,,,,UO_0000187,,,,,,0,CHEMBL4265099,Antioxidant activity assessed as cumene hydroperoxide radical scavenging at 10 uM up to 200 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,25.0
CHEMBL4277089,,,347.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccccc3c2=O)cc1,Activity,=,37.0,%,,,,UO_0000187,,,,,,0,CHEMBL4265099,Antioxidant activity assessed as cumene hydroperoxide radical scavenging at 10 uM up to 200 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,37.0
CHEMBL51085,EBSELEN,3.0,274.18,,,,O=c1c2ccccc2[se]n1-c1ccccc1,Activity,=,29.0,%,,,,UO_0000187,,,,,,0,CHEMBL4265099,Antioxidant activity assessed as cumene hydroperoxide radical scavenging at 10 uM up to 200 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,29.0
CHEMBL51085,EBSELEN,3.0,274.18,,,,O=c1c2ccccc2[se]n1-c1ccccc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265112,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation at 5 uM preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs coincubated with tubastatin A by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL4277089,,,347.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccccc3c2=O)cc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265113,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation at 5 uM preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL2018302,TUBASTATIN A,,335.41,0,2.80,,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265113,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation at 5 uM preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL51085,EBSELEN,3.0,274.18,,,,O=c1c2ccccc2[se]n1-c1ccccc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265113,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation at 5 uM preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL2018302,TUBASTATIN A,,335.41,0,2.80,,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,Activity,,,,,,Dose-dependent effect,,,,,,,0,CHEMBL4265115,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs coincubated with tubastatin A by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL51085,EBSELEN,3.0,274.18,,,,O=c1c2ccccc2[se]n1-c1ccccc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265115,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs coincubated with tubastatin A by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL4277089,,,347.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccccc3c2=O)cc1,Activity,,,,,,Dose-dependent effect,,,,,,,0,CHEMBL4265115,Antioxidant activity against H2O2-induced oxidative stress in rat PC12 cells assessed as decrease in ROS accumulation preincubated for 24 hrs followed by H2O2 challenge and measured after 12 hrs coincubated with tubastatin A by DCFH-DA dye-based fluorescence analysis,F,BAO_0000219,cell-based format,,,,,,,,,CHEMBL612556,PC-12,Rattus norvegicus,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL4280808,,,363.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccc(O)cc3c2=O)cc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265116,Antioxidant activity assessed as H2O2 radical scavenging at 10 uM measured within 180 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL4280808,,,363.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccc(O)cc3c2=O)cc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265117,Antioxidant activity assessed as tert-butyl hydroperoxide radical scavenging at 10 uM measured within 180 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL4280808,,,363.23,,,,O=C(NO)c1ccc(Cn2[se]c3ccc(O)cc3c2=O)cc1,Activity,,,,,,Active,,,,,,,0,CHEMBL4265118,Antioxidant activity assessed as cumene hydroperoxide radical scavenging at 10 uM measured within 180 mins,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4261629,1,,Bioorg Med Chem,2018,,,,,
CHEMBL4281495,,,326.30,0,3.40,,COC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,=,6620.0,nM,5.18,,,UO_0000065,,,,,,0,CHEMBL4271548,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270514,1,,Eur J Med Chem,2018,,,,,6.62
CHEMBL3409193,,,340.33,0,3.79,,CCOC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,=,6620.0,nM,5.18,,,UO_0000065,,,,,,0,CHEMBL4271548,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270514,1,,Eur J Med Chem,2018,,,,,6.62
CHEMBL4289801,,,354.36,0,4.18,,CCCOC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,=,6620.0,nM,5.18,,,UO_0000065,,,,,,0,CHEMBL4271548,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270514,1,,Eur J Med Chem,2018,,,,,6.62
CHEMBL4279114,,,354.36,0,4.18,,CC(C)OC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12,IC50,=,6620.0,nM,5.18,,,UO_0000065,,,,,,0,CHEMBL4271548,Antioxidant activity assessed as DPPH radical scavenging activity after 30 mins by spectrophotometric analysis,F,BAO_0000019,assay format,,,,,,,,,CHEMBL2362975,No relevant target,,,CHEMBL4270514,1,,Eur J Med Chem,2018,,,,,6.62
